id,character,readings,shapes,components,strokes,radical_reading,radical_character,drawing,unicode
2395,浜,banh binh,⿰,⺡兵,10.0,thuỷ,水,丶丶一ノ丨一丨一ノ丶,U+6D5C
2396,瀕,tân tần,⿰,⺡頻,19.0,thuỷ,水,丶丶一丨一丨一丨ノノ一ノ丨フ一一一ノ丶,U+7015
2397,貧,bần,⿱,分貝,11.0,bối,貝,ノ丶フノ丨フ一一一ノ丶,U+8CA7
2398,賓,thấn tân,⿱,宀少 小 貝,14.0,bối,貝,丶丶フ一丨ノノ丨フ一一一ノ丶,U+8CD3
2399,頻,tần,⿰,步頁,16.0,hiệt,頁,丨一丨一丨ノノ一ノ丨フ一一一ノ丶,U+983B
2400,敏,mẫn,⿰,每攵,11.0,phác,攴,ノ一フフ丶一丶ノ一ノ丶,U+654F
2401,瓶,bình,⿰,并瓦,10.0,ngoã,瓦,丶ノ一一ノ丨一フフ丶,U+74F6
2402,不,bưu bất bỉ phi phu phầu phủ,⿻,一不,4.0,nhất,一,一ノ丨丶,U+4E0D
2403,付,phó phụ,⿰,亻寸,5.0,nhân,人,ノ丨一丨丶,U+4ED8
2404,埠,phụ,⿰,土阜,11.0,thổ,土,一丨一ノ丨フ一フ一一丨,U+57E0
2405,夫,phu phù,⿱,大二 人,4.0,đại,大,一一ノ丶,U+592B
2406,婦,phụ,⿰,女帚,11.0,nữ,女,フノ一フ一一丶フ丨フ丨,U+5A66
2407,富,phú,⿱,宀畐,12.0,miên,宀,丶丶フ一丨フ一丨フ一丨一,U+5BCC
2408,冨,phú,⿱,冖畐,11.0,mịch,冖,丶フ一丨フ一丨フ一丨一,U+51A8
2409,布,bố,⿸,𠂇巾,5.0,cân,巾,一ノ丨フ丨,U+5E03
2410,府,phủ,⿸,广付,8.0,nghiễm,广,丶一ノノ丨一丨丶,U+5E9C
2411,怖,bố phố,⿰,⺖布,8.0,tâm,心,丶丶丨一ノ丨フ丨,U+6016
2412,扶,bồ phù,⿰,⺘夫,7.0,thủ,手,一丨一一一ノ丶,U+6276
2413,敷,phu,⿰,旉攵,15.0,phác,攴,一丨フ一一丨丶丶一フノノ一ノ丶,U+6577
2414,斧,phủ,⿱,父斤,8.0,cân,斤,ノ丶ノ丶ノノ一丨,U+65A7
2415,普,phổ,⿱,並日,12.0,nhật,日,丶ノ一丨丨丶ノ一丨フ一一,U+666E
2416,浮,phù,⿰,⺡孚,10.0,thuỷ,水,丶丶一ノ丶丶ノフ丨一,U+6D6E
2417,父,phụ phủ,⿻,父,4.0,phụ,父,ノ丶ノ丶,U+7236
2418,符,bồ phù,⿱,⺮付,11.0,trúc,竹,ノ一丶ノ一丶ノ丨一丨丶,U+7B26
2419,腐,hủ phụ,⿸,府肉,14.0,nhục,肉,丶一ノノ丨一丨丶丨フノ丶ノ丶,U+8150
2420,膚,phu,⿸,虍胃,15.0,nhục,肉,丨一フノ一フ丨フ一丨一丨フ一一,U+819A
2421,芙,phù,⿱,艹夫,7.0,thảo,艸,一丨丨一一ノ丶,U+8299
2422,譜,phả phổ,⿰,言普,19.0,ngôn,言,丶一一一丨フ一丶ノ一丨丨丶ノ一丨フ一一,U+8B5C
2423,負,phụ,⿱,⺈貝,9.0,bối,貝,ノフ丨フ一一一ノ丶,U+8CA0
2424,賦,phú,⿰,貝武,15.0,bối,貝,丨フ一一一ノ丶一一丨一丨一フ丶,U+8CE6
2425,赴,phó,⿺,走卜,9.0,tẩu,走,一丨一丨一ノ丶丨丶,U+8D74
2426,阜,phụ,⿻,阜十,8.0,phụ,阜,ノ丨フ一フ一一丨,U+961C
2427,附,phụ,⿰,⻖付,7.0,phụ,阜,フ丨ノ丨一丨丶,U+9644
2428,侮,hối vũ,⿰,亻每,9.0,nhân,人,ノ丨ノ一フフ丶一丶,U+4FAE
2429,撫,mô phủ,⿰,⺘無,15.0,thủ,手,一丨一ノ一一丨丨丨丨一丶丶丶丶,U+64AB
2430,武,võ vũ,⿹⿱,㇐弋止,8.0,chỉ,止,一一丨一丨一フ丶,U+6B66
2431,舞,vũ,⿱,夕 舛 無,14.0,suyễn,舛,ノ一一丨丨丨丨一ノフ丶一フ丨,U+821E
2432,葡,bồ,⿱,艹匍,12.0,thảo,艸,一丨丨ノフ一丨フ一一丨丶,U+8461
2433,蕪,vu,⿱,艹無,15.0,thảo,艸,一丨丨ノ一一丨丨丨丨一丶丶丶丶,U+856A
2434,部,bẫu bộ,⿰,咅⻏,10.0,ấp,邑,丶一丶ノ一丨フ一フ丨,U+90E8
2435,封,phong,⿰,圭寸,9.0,thốn,寸,一丨一一丨一一丨丶,U+5C01
2436,楓,phong,⿰,木風,13.0,mộc,木,一丨ノ丶ノフノ丨フ一丨一丶,U+6953
2437,風,phong phóng phúng,⿵,几䖝,9.0,phong,風,ノフノ丨フ一丨一丶,U+98A8
2438,葺,tập,⿱,艹咠,12.0,thảo,艸,一丨丨丨フ一一丨丨一一一,U+847A
2439,蕗,lô,⿱,艸路口夂足各,16.0,thảo,艸,一丨丨丨フ一丨一丨一ノフ丶丨フ一,U+8557
2440,伏,bặc phu phúc phục,⿰,亻犬,6.0,nhân,人,ノ丨一ノ丶丶,U+4F0F
2441,副,phó phốc phức,⿰,畐⺉,11.0,đao,刀,一丨フ一丨フ一丨一丨丨,U+526F
2442,復,phú phúc phục,⿰,彳复,12.0,xích,彳,ノノ丨ノ一丨フ一一ノフ丶,U+5FA9
2443,幅,bức phúc,⿰,巾畐,12.0,cân,巾,丨フ丨一丨フ一丨フ一丨一,U+5E45
2444,服,phục,⿰,月𠬝,8.0,nguyệt,月,ノフ一一フ丨フ丶,U+670D
2445,福,phúc,⿰,⺭畐,13.0,kỳ,示,丶フ丨丶一丨フ一丨フ一丨一,U+798F
2446,腹,phúc,⿰,月复,13.0,nhục,肉,ノフ一一ノ一丨フ一一ノフ丶,U+8179
2447,複,phức,⿰,衤复,14.0,y,衣,丶フ丨ノ丶ノ一丨フ一一ノフ丶,U+8907
2448,覆,phú phúc,⿱,覀復,18.0,á,襾,一丨フ丨丨一ノノ丨ノ一丨フ一一ノフ丶,U+8986
2449,淵,uyên,⿰,⺡𣶒,12.0,thuỷ,水,丶丶一ノ一丨一フフ丨一丨,U+6DF5
2450,弗,phất,⿻,弓,5.0,cung,弓,フ一フノ丨,U+5F17
2451,払,bật phất,⿰,⺘厶,5.0,thủ,手,一丨一フ丶,U+6255
2452,沸,phí phất,⿰,⺡弗,8.0,thuỷ,水,丶丶一フ一フノ丨,U+6CB8
2453,仏,phật,⿰,亻厶,4.0,nhân,人,ノ丨フ丶,U+4ECF
2454,物,vật,⿰,牜勿,8.0,ngưu,牛,ノ一丨一ノフノノ,U+7269
2455,鮒,phụ,⿰,魚付,16.0,ngư,魚,ノフ丨フ一丨一丶丶丶丶ノ丨一丨丶,U+9B92
2456,分,phân phần phận,⿱,八刀,4.0,đao,刀,ノ丶フノ,U+5206
2457,吻,vẫn,⿰,口勿,7.0,khẩu,口,丨フ一ノフノノ,U+543B
2458,噴,phôn phún,⿰,口賁,15.0,khẩu,口,丨フ一一丨一丨丨丨フ一一一ノ丶,U+5674
2459,墳,bổn phần phẫn,⿰,土賁,15.0,thổ,土,一丨一一丨一丨丨丨フ一一一ノ丶,U+58B3
2460,憤,phấn phẫn,⿰,⺖賁,15.0,tâm,心,丶丶丨一丨一丨丨丨フ一一一ノ丶,U+61A4
2461,扮,ban biện bán phạn phẫn,⿰,⺘分,7.0,thủ,手,一丨一ノ丶フノ,U+626E
2462,焚,phần phẫn,⿱,林火,12.0,hoả,火,一丨ノ丶一丨ノ丶丶ノノ丶,U+711A
2463,奮,phấn,⿱,大 田 隹,16.0,đại,大,一ノ丶ノ丨丶一一一丨一丨フ一丨一,U+596E
2464,粉,phấn,⿰,米分,10.0,mễ,米,丶ノ一丨ノ丶ノ丶フノ,U+7C89
2465,糞,phân phấn phẩn,⿱,米異,17.0,mễ,米,丶ノ一丨ノ丶丨フ一丨一一丨丨一ノ丶,U+7CDE
2466,紛,phân,⿰,糹分,10.0,mịch,糸,フフ丶丶丶丶ノ丶フノ,U+7D1B
2467,雰,phân,⿱,雨分,12.0,vũ,雨,一丶フ丨丶丶丶丶ノ丶フノ,U+96F0
2468,文,văn vấn,⿻,文,4.0,văn,文,丶一ノ丶,U+6587
2469,聞,văn vấn vặn,⿵,門耳,14.0,nhĩ,耳,丨フ一一丨フ一一一丨丨一一一,U+805E
2470,丙,bính,⿱,一内,5.0,nhất,一,一丨フノ丶,U+4E19
2471,併,tính,⿰,亻并,8.0,nhân,人,ノ丨丶ノ一一ノ丨,U+4F75
2472,兵,binh,⿱,丘八,7.0,bát,八,ノ丨一丨一ノ丶,U+5175
2473,塀,bính,⿰,土屏,12.0,thổ,土,一丨一フ一ノ丶ノ一一ノ丨,U+5840
2474,幣,tệ,⿱,敝巾,14.0,cân,巾,丶ノ丨フ丨ノ丶ノ一ノ丶丨フ丨,U+5E63
2475,平,biền bình,⿻,干,5.0,can,干,一丶ノ一丨,U+5E73
2476,弊,tiết tế tệ,⿱,敝廾,14.0,củng,廾,丶ノ丨フ丨ノ丶ノ一ノ丶一ノ丨,U+5F0A
2477,柄,bính,⿰,木丙,9.0,mộc,木,一丨ノ丶一丨フノ丶,U+67C4
2478,並,bính tính tịnh,⿱,䒑业,8.0,nhất,一,丶ノ一丨丨丶ノ一,U+4E26
2479,蔽,phất tế,⿱,艹敝,14.0,thảo,艸,一丨丨丶ノ丨フ丨ノ丶ノ一ノ丶,U+853D
2480,閉,bế,⿵,門才,11.0,môn,門,丨フ一一丨フ一一一丨ノ,U+9589
2481,陛,bệ,⿰,⻖坒,9.0,phụ,阜,フ丨一フノフ一丨一,U+965B
2482,米,mễ,⿻,米,6.0,mễ,米,丶ノ一丨ノ丶,U+7C73
2483,頁,hiệt,⿻,頁,9.0,hiệt,頁,一ノ丨フ一一一ノ丶,U+9801
2484,僻,tích tịch,⿰,亻辟,15.0,nhân,人,ノ丨フ一ノ丨フ一丶一丶ノ一一丨,U+50FB
2485,壁,bích,⿱,辟土,16.0,thổ,土,フ一ノ丨フ一丶一丶ノ一一丨一丨一,U+58C1
2486,癖,phích tích,⿸,疒辟,18.0,nạch,疒,丶一ノ丶一フ一ノ丨フ一丶一丶ノ一一丨,U+7656
2487,碧,bích,⿱,珀石,14.0,thạch,石,一一丨一ノ丨フ一一一ノ丨フ一,U+78A7
2488,別,biệt,⿰,𠮠⺉,7.0,đao,刀,丨フ一フノ丨丨,U+5225
2489,瞥,miết,⿱,敝目,16.0,mục,目,丶ノ丨フ丨ノ丶ノ一ノ丶丨フ一一一,U+77A5
2490,蔑,miệt,⿳,艹罒戍,14.0,thảo,艸,一丨丨丨フ丨丨一一ノ丶フノ丶,U+8511
2491,箆,bề tỵ,⿱,冂 比 竹,14.0,trúc,竹,ノ一丶ノ一丶丨フノ丶一フノフ,U+7B86
2492,偏,thiên,⿰,亻扁,11.0,nhân,人,ノ丨丶フ一ノ丨フ一丨丨,U+504F
2493,変,biến,⿱,亦夂,9.0,tri,夂,丶一ノ丨ノ丶ノフ丶,U+5909
2494,片,phiến,⿻,片,4.0,phiến,片,ノ丨一フ,U+7247
2495,篇,thiên,⿱,⺮扁,15.0,trúc,竹,ノ一丶ノ一丶丶フ一ノ丨フ一丨丨,U+7BC7
2496,編,biên,⿰,糹扁,15.0,mịch,糸,フフ丶丶丶丶丶フ一ノ丨フ一丨丨,U+7DE8
2497,辺,biên,⿺,辶刀,5.0,sước,辵,フノ丶フ丶,U+8FBA
2498,返,phiên phản,⿺,辶反,7.0,sước,辵,ノノフ丶丶フ丶,U+8FD4
2499,遍,biến,⿺,辶扁,12.0,sước,辵,丶フ一ノ丨フ一丨丨丶フ丶,U+904D
2500,便,tiện,⿰,亻更,9.0,nhân,人,ノ丨一丨フ一一ノ丶,U+4FBF
2501,勉,miễn mẫn,⿺,免力,9.0,lực,力,ノフ丨フ一ノフフノ,U+52C9
2502,娩,miễn phiền vãn,⿰,女免,10.0,nữ,女,フノ一ノフ丨フ一ノフ,U+5A29
2503,弁,biền biện bàn,⿱,厶廾,5.0,củng,廾,フ丶一ノ丨,U+5F01
2504,鞭,tiên,⿰,革便,18.0,cách,革,一丨丨一丨フ一一丨ノ丨一丨フ一一ノ丶,U+97AD
2505,保,bảo,⿰,亻呆,9.0,nhân,人,ノ丨丨フ一一丨ノ丶,U+4FDD
2506,舗,phô,⿰,舎甫,15.0,thiệt,舌,ノ丶一丨一丨フ一一丨フ一一丨丶,U+8217
2507,鋪,phô phố,⿰,金甫,15.0,kim,金,ノ丶一一丨丶ノ一一丨フ一一丨丶,U+92EA
2508,圃,phố,⿴,囗甫,10.0,vi,囗,丨フ一丨フ一一丨丶一,U+5703
2509,捕,bổ bộ,⿰,⺘甫,10.0,thủ,手,一丨一一丨フ一一丨丶,U+6355
2510,歩,bộ,⿱,止少,8.0,chỉ,止,丨一丨一丨ノ丶ノ,U+6B69
2511,甫,phủ,⿱,十 用,7.0,dụng,用,一丨フ一一丨丶,U+752B
2512,補,bổ,⿰,衤甫,12.0,y,衣,丶フ丨ノ丶一丨フ一一丨丶,U+88DC
2513,輔,phụ,⿰,車甫,14.0,xa,車,一丨フ一一一丨一丨フ一一丨丶,U+8F14
2514,穂,toại tuệ,⿰,禾恵,15.0,hoà,禾,ノ一丨ノ丶一丨フ一一丨丶フ丶丶,U+7A42
2515,募,mộ,⿱,莫力,12.0,lực,力,一丨丨丨フ一一一ノ丶フノ,U+52DF
2516,墓,mộ,⿱,莫土,13.0,thổ,土,一丨丨丨フ一一一ノ丶一丨一,U+5893
2517,慕,mộ,⿱,莫㣺,14.0,tâm,心,一丨丨丨フ一一一ノ丶丨丶丶丶,U+6155
2518,戊,mậu,⿸,戈,5.0,qua,戈,一ノフノ丶,U+620A
2519,暮,mộ,⿱,莫日,14.0,nhật,日,一丨丨丨フ一一一ノ丶丨フ一一,U+66AE
2520,母,mô mẫu,⿻,毋,5.0,vô,毋,フフ丶一丶,U+6BCD
2521,簿,bạ bạc bộ,⿱,⺮溥,19.0,trúc,竹,ノ一丶ノ一丶丶丶一一丨フ一一丨丶一丨丶,U+7C3F
2522,菩,bồ bội phụ,⿱,艹咅,11.0,thảo,艸,一丨丨丶一丶ノ一丨フ一,U+83E9
2523,倣,phóng phảng phỏng,⿰,亻放,10.0,nhân,人,ノ丨丶一フノノ一ノ丶,U+5023
2524,俸,bổng,⿰,亻奉,10.0,nhân,人,ノ丨一一一ノ丶一一丨,U+4FF8
2525,包,bao,⿻,勹巳,5.0,bao,勹,ノフフ一フ,U+5305
2526,呆,bảo ngai ngốc,⿱,口木,7.0,khẩu,口,丨フ一一丨ノ丶,U+5446
2527,報,báo,⿰,幸𠬝,12.0,thổ,土,一丨一丶ノ一一丨フ丨フ丶,U+5831
2528,奉,bổng phụng,⿱,𡗗扌,8.0,đại,大,一一一ノ丶一一丨,U+5949
2529,宝,bảo bửu,⿱,宀玉,8.0,miên,宀,丶丶フ一一丨一丶,U+5B9D
2530,峰,phong,⿰,山夆,10.0,sơn,山,丨フ丨ノフ丶一一一丨,U+5CF0
2531,峯,phong,⿱,山夆,10.0,sơn,山,丨フ丨ノフ丶一一一丨,U+5CEF
2532,崩,băng,⿱,山朋,11.0,sơn,山,丨フ丨ノフ一一ノフ一一,U+5D29
2533,庖,bao bào,⿸,广包,8.0,nghiễm,广,丶一ノノフフ一フ,U+5E96
2534,抱,bào bão,⿰,⺘包,8.0,thủ,手,一丨一ノフフ一フ,U+62B1
2535,捧,bổng phụng phủng,⿰,⺘奉,11.0,thủ,手,一丨一一一一ノ丶一一丨,U+6367
2536,放,phóng phương phỏng,⿰,方攵,8.0,phác,攴,丶一フノノ一ノ丶,U+653E
2537,方,bàng phương,⿻,方,4.0,phương,方,丶一フノ,U+65B9
2538,朋,bằng,⿰,月月,8.0,nguyệt,月,ノフ一一ノフ一一,U+670B
2539,法,pháp,⿰,⺡去,8.0,thuỷ,水,丶丶一一丨一フ丶,U+6CD5
2540,泡,bào phao pháo,⿰,⺡包,8.0,thuỷ,水,丶丶一ノフフ一フ,U+6CE1
2541,烹,phanh,⿱,亨灬,11.0,hoả,火,丶一丨フ一フ丨丶丶丶丶,U+70F9
2542,砲,pháo,⿰,石包,10.0,thạch,石,一ノ丨フ一ノフフ一フ,U+7832
2543,縫,phùng phúng,⿰,糹逢,16.0,mịch,糸,フフ丶丶丶丶ノフ丶一一一丨丶フ丶,U+7E2B
2544,胞,bào,⿰,月包,9.0,nhục,肉,ノフ一一ノフフ一フ,U+80DE
2545,芳,phương,⿱,艹方,7.0,thảo,艸,一丨丨丶一フノ,U+82B3
2546,萌,manh,⿱,艹明,11.0,thảo,艸,一丨丨丨フ一一ノフ一一,U+840C
2547,蓬,bồng,⿱,艹逢,13.0,thảo,艸,一丨丨ノフ丶一一一丨丶フ丶,U+84EC
2548,蜂,phong,⿰,虫夆,13.0,trùng,虫,丨フ一丨一丶ノフ丶一一一丨,U+8702
2549,褒,bao bầu,⿴,衣保,15.0,y,衣,丶一ノ丨丨フ一一丨ノ丶ノフノ丶,U+8912
2550,訪,phóng phỏng,⿰,言方,11.0,ngôn,言,丶一一一丨フ一丶一フノ,U+8A2A
2551,豊,lễ phong,⿱,曲豆,13.0,đậu,豆,丨フ一丨丨一一丨フ一丶ノ一,U+8C4A
2552,邦,bang,⿰,丰⻏,6.0,ấp,邑,一一一ノフ丨,U+90A6
2553,鋒,phong,⿰,金夆,15.0,kim,金,ノ丶一一丨丶ノ一ノフ丶一一一丨,U+92D2
2554,飽,bão,⿰,飠包,13.0,thực,食,ノ丶丶フ一一フ丶ノフフ一フ,U+98FD
2555,鳳,phượng phụng,⿵⿱,几一鳥,14.0,điểu,鳥,ノフ一ノ丨フ一一一フ丶丶丶丶,U+9CF3
2556,鵬,bằng,⿰,朋鳥,19.0,điểu,鳥,ノフ一一ノフ一一ノ丨フ一一一フ丶丶丶丶,U+9D6C
2557,乏,phạp,⿱,丿之,4.0,triệt,丿,ノ丶フ丶,U+4E4F
2558,亡,vong vô,⿱,亠,3.0,đầu,亠,丶一フ,U+4EA1
2559,傍,bàng bạng,⿰,亻旁,12.0,nhân,人,ノ丨丶一丶ノ丶フ丶一フノ,U+508D
2560,剖,phẫu,⿰,咅⺉,10.0,đao,刀,丶一丶ノ一丨フ一丨丨,U+5256
2561,坊,phòng phường,⿰,土方,7.0,thổ,土,一丨一丶一フノ,U+574A
2562,妨,phương phướng,⿰,女方,7.0,nữ,女,フノ一丶一フノ,U+59A8
2563,帽,mạo,⿰,巾冒,12.0,cân,巾,丨フ丨丨フ一一丨フ一一一,U+5E3D
2564,忘,vong vô vương,⿱,亡心,7.0,tâm,心,丶一フ丶フ丶丶,U+5FD8
2565,忙,mang,⿰,⺖亡,6.0,tâm,心,丶丶丨丶一フ,U+5FD9
2566,房,bàng phòng,⿸,户方,8.0,hộ,戶,丶フ一ノ丶一フノ,U+623F
2567,暴,bão bạo bộc,⿳,日共氺,15.0,nhật,日,丨フ一一一丨丨一ノ丶丨丶一ノ丶,U+66B4
2568,望,vọng,⿱⿰,亡月王,11.0,nguyệt,月,丶一フノフ一一一一丨一,U+671B
2569,某,mỗ,⿱,甘木,9.0,mộc,木,一丨丨一一一丨ノ丶,U+67D0
2570,棒,bổng,⿰,木奉,12.0,mộc,木,一丨ノ丶一一一ノ丶一一丨,U+68D2
2571,冒,mạo mặc,⿱,曰目,9.0,quynh,冂,丨フ一一丨フ一一一,U+5192
2572,紡,phưởng,⿰,糹方,10.0,mịch,糸,フフ丶丶丶丶丶一フノ,U+7D21
2573,肪,phương,⿰,月方,8.0,nhục,肉,ノフ一一丶一フノ,U+80AA
2574,膨,bành,⿰,月彭,16.0,nhục,肉,ノフ一一一丨一丨フ一丶ノ一ノノノ,U+81A8
2575,謀,mưu,⿰,言某,16.0,ngôn,言,丶一一一丨フ一一丨丨一一一丨ノ丶,U+8B00
2576,貌,mạc mạo mộc,⿰,豸皃,14.0,trĩ,豸,ノ丶丶ノフノノノ丨フ一一ノフ,U+8C8C
2577,貿,mậu,⿱,卯貝,12.0,bối,貝,ノフ丶フノ丨フ一一一ノ丶,U+8CBF
2578,鉾,mâu,⿰,金牟,14.0,kim,金,ノ丶一一丨丶ノ一フ丶ノ一一丨,U+927E
2579,防,phòng,⿰,⻖方,6.0,phụ,阜,フ丨丶一フノ,U+9632
2580,吠,phệ,⿰,口犬,7.0,khẩu,口,丨フ一一ノ丶丶,U+5420
2581,頬,giáp,⿰,夹頁,15.0,hiệt,頁,一丶ノ一ノ丶一ノ丨フ一一一ノ丶,U+982C
2582,北,bắc bối bội,⿰,土匕,5.0,tỷ,匕,丨一一ノフ,U+5317
2583,僕,bộc,⿰,亻菐,14.0,nhân,人,ノ丨丨丨丶ノ一丶ノ一一一ノ丶,U+50D5
2584,卜,bặc bốc,⿻,卜,2.0,bốc,卜,丨丶,U+535C
2585,墨,mặc,⿱,黑土,15.0,thổ,土,丨フ丶ノ一丨一一丶丶丶丶一丨一,U+58A8
2586,撲,bạc phác phốc,⿰,⺘菐,15.0,thủ,手,一丨一丨丨丶ノ一丶ノ一一一ノ丶,U+64B2
2587,朴,phu phác,⿰,木卜,6.0,mộc,木,一丨ノ丶丨丶,U+6734
2588,牧,mục,⿰,牜攵,8.0,ngưu,牛,ノ一丨一ノ一ノ丶,U+7267
2589,睦,mục,⿰,目坴,13.0,mục,目,丨フ一一一一丨一ノ丶一丨一,U+7766
2590,穆,mặc mục,⿰⿱,禾𤽄彡,16.0,hoà,禾,ノ一丨ノ丶ノ丨フ一一丨ノ丶ノノノ,U+7A46
2591,釦,khấu khẩu,⿰,金口,11.0,kim,金,ノ丶一一丨丶ノ一丨フ一,U+91E6
2592,勃,bột,⿰,孛力,9.0,lực,力,一丨丶フフ丨一フノ,U+52C3
2593,没,một,⿰,⺡殳,7.0,thuỷ,水,丶丶一ノフフ丶,U+6CA1
2594,殆,đãi,⿰,歹台,9.0,ngạt,歹,一ノフ丶フ丶丨フ一,U+6B86
2595,堀,quật,⿰,土屈,11.0,thổ,土,一丨一フ一ノフ丨丨フ丨,U+5800
2596,幌,hoảng,⿰,巾晃,13.0,cân,巾,丨フ丨丨フ一一丨丶ノ一ノフ,U+5E4C
2597,奔,bôn phẫn,⿱,大卉,8.0,đại,大,一ノ丶一丨一ノ丨,U+5954
2598,本,bôn bản bổn,⿻,木,5.0,mộc,木,一丨ノ丶一,U+672C
2599,翻,phiên,⿰,番羽,18.0,vũ,羽,ノ丶ノ一丨ノ丶丨フ一丨一フ丶一フ丶一,U+7FFB
2600,凡,hoàn phàm,⿵,几丶,3.0,kỷ,几,ノフ丶,U+51E1
2601,盆,bồn,⿱,分皿,9.0,mẫn,皿,ノ丶フノ丨フ丨丨一,U+76C6
2602,摩,ma,⿸,麻手,15.0,thủ,手,丶一ノ一丨ノ丶一丨ノ丶ノ一一丨,U+6469
2603,磨,ma má,⿸,麻石,16.0,thạch,石,丶一ノ一丨ノ丶一丨ノ丶一ノ丨フ一,U+78E8
2604,魔,ma,⿸,麻鬼,20.0,quỷ,鬼,丶一ノ一丨ノ丶一丨ノ丶ノ丨フ一一ノフフ丶,U+9B54
2605,麻,ma,⿸,广木林,11.0,ma,麻,丶一ノ一丨ノ丶一丨ノ丶,U+9EBB
2606,埋,mai man,⿰,土里,10.0,thổ,土,一丨一丨フ一一丨一一,U+57CB
2607,妹,muội,⿰,女未,8.0,nữ,女,フノ一一一丨ノ丶,U+59B9
2608,昧,muội mạt,⿰,日未,9.0,nhật,日,丨フ一一一一丨ノ丶,U+6627
2609,枚,mai,⿰,木攵,8.0,mộc,木,一丨ノ丶ノ一ノ丶,U+679A
2610,毎,mỗi,⿱,𠂉毋,6.0,vô,毋,ノ一フフ丨一,U+6BCE
2611,哩,ly lí lý,⿰,口里,10.0,khẩu,口,丨フ一丨フ一一丨一一,U+54E9
2612,槙,điên,⿰,木真,14.0,mộc,木,一丨ノ丶一丨丨フ一一一一ノ丶,U+69D9
2613,幕,mán mô mạc mạn mộ,⿱,莫巾,13.0,cân,巾,一丨丨丨フ一一一ノ丶丨フ丨,U+5E55
2614,膜,mô mạc,⿰,月莫,14.0,nhục,肉,ノフ一一一丨丨丨フ一一一ノ丶,U+819C
2615,枕,chấm chẩm,⿰,木冘,8.0,mộc,木,一丨ノ丶丶フノフ,U+6795
2616,鮪,vĩ vị,⿰,魚有,17.0,ngư,魚,ノフ丨フ一丨一丶丶丶丶一ノ丨フ一一,U+9BAA
2617,柾,cữu,⿰,木正,9.0,mộc,木,一丨ノ丶一丨一丨一,U+67FE
2618,鱒,tôn tỗn,⿰,魚尊,23.0,ngư,魚,ノフ丨フ一丨一丶丶丶丶丶ノ一丨フノフ一一一丨丶,U+9C52
2619,桝,cối,⿰,木舛夕,10.0,mộc,木,一丨ノ丶ノフ丶一フ丨,U+685D
2620,亦,diệc,⿱⿻⿰,亠㇑㇚八,6.0,đầu,亠,丶一ノ丨ノ丶,U+4EA6
2621,俣,vũ,⿰,亻吴,9.0,nhân,人,ノ丨丨フ一一一ノ丶,U+4FE3
2622,又,hữu hựu,⿻,又,2.0,hựu,又,フ丶,U+53C8
2623,抹,mạt,⿰,⺘末,8.0,thủ,手,一丨一一一丨ノ丶,U+62B9
2624,末,mạt,⿻,木一,5.0,mộc,木,一一丨ノ丶,U+672B
2625,沫,mạt,⿰,⺡末,8.0,thuỷ,水,丶丶一一一丨ノ丶,U+6CAB
2626,迄,hất ngật,⿺,辶乞,6.0,sước,辵,ノ一フ丶フ丶,U+8FC4
2627,侭,tẫn tận,⿰,亻尽,8.0,nhân,人,ノ丨フ一ノ丶丶丶,U+4FAD
2628,繭,kiển,⿱,冂艸糸虫風,18.0,mịch,糸,一丨丨丨フ丨フフ丶丶丶丶丨フ一丨一丶,U+7E6D
2629,麿,mi my,⿸,麻吕,17.0,ma,麻,丶一ノ一丨ノ丶一丨ノ丶丨フ一丨フ一,U+9EBF
2630,万,mặc vạn,⿻,一,3.0,nhất,一,一フノ,U+4E07
2631,慢,mạn,⿰,⺖曼,14.0,tâm,心,丶丶丨丨フ一一丨フ丨丨一フ丶,U+6162
2632,満,mãn muộn,⿰⿱,⺡卄両,12.0,thuỷ,水,丶丶一一丨丨一丨フ丨フ丨,U+6E80
2633,漫,man mạn,⿰,⺡曼,14.0,thuỷ,水,丶丶一丨フ一一丨フ丨丨一フ丶,U+6F2B
2634,蔓,man mạn,⿱,艹曼,14.0,thảo,艸,一丨丨丨フ一一丨フ丨丨一フ丶,U+8513
2635,味,vị,⿰,口未,8.0,khẩu,口,丨フ一一一丨ノ丶,U+5473
2636,未,mùi vị,⿱,木,5.0,mộc,木,一一丨ノ丶,U+672A
2637,魅,mị,⿺,鬼未,14.0,quỷ,鬼,ノ丨フ一一ノフフ丶一一丨ノ丶,U+9B45
2638,巳,tị tỵ,⿻,己,3.0,kỷ,己,フ一フ,U+5DF3
2639,箕,cơ ki ky,⿱,⺮其,14.0,trúc,竹,ノ一丶ノ一丶一丨丨一一一ノ丶,U+7B95
2640,岬,giáp,⿰,山甲,8.0,sơn,山,丨フ丨丨フ一一丨,U+5CAC
2641,密,mật,⿱,宓山,11.0,miên,宀,丶丶フ丶フ丶ノ丶丨フ丨,U+5BC6
2642,蜜,mật,⿱,宓虫,14.0,trùng,虫,丶丶フ丶フ丶ノ丶丨フ一丨一丶,U+871C
2643,湊,thấu tấu,⿰,⺡奏,12.0,thuỷ,水,丶丶一一一一ノ丶一一ノ丶,U+6E4A
2644,蓑,soa tai thoa toa tuy xoa,⿱,艹衰,13.0,thảo,艸,一丨丨丶一丨フ一一ノフノ丶,U+84D1
